country,year,sex,age_start,age_width,pop,date,source
austria,2015,F,0,1,38920,start,pe
austria,2015,F,1,1,39284,start,pe
austria,2015,F,2,1,39381,start,pe
austria,2015,F,3,1,39135,start,pe
austria,2015,F,4,1,39995,start,pe
austria,2015,F,5,1,38931,start,pe
austria,2015,F,6,1,39221,start,pe
austria,2015,F,7,1,39002,start,pe
austria,2015,F,8,1,40030,start,pe
austria,2015,F,9,1,40087,start,pe
austria,2015,F,10,1,40492,start,pe
austria,2015,F,11,1,39870,start,pe
austria,2015,F,12,1,41098,start,pe
austria,2015,F,13,1,39741,start,pe
austria,2015,F,14,1,41404,start,pe
austria,2015,F,15,1,41434,start,pe
austria,2015,F,16,1,42959,start,pe
austria,2015,F,17,1,44598,start,pe
austria,2015,F,18,1,46969,start,pe
austria,2015,F,19,1,48106,start,pe
austria,2015,F,20,1,50593,start,pe
austria,2015,F,21,1,52684,start,pe
austria,2015,F,22,1,53843,start,pe
austria,2015,F,23,1,55790,start,pe
austria,2015,F,24,1,55779,start,pe
austria,2015,F,25,1,56363,start,pe
austria,2015,F,26,1,56364,start,pe
austria,2015,F,27,1,56073,start,pe
austria,2015,F,28,1,56404,start,pe
austria,2015,F,29,1,56188,start,pe
austria,2015,F,30,1,57579,start,pe
austria,2015,F,31,1,57491,start,pe
austria,2015,F,32,1,59529,start,pe
austria,2015,F,33,1,59134,start,pe
austria,2015,F,34,1,57163,start,pe
austria,2015,F,35,1,54117,start,pe
austria,2015,F,36,1,53443,start,pe
austria,2015,F,37,1,53605,start,pe
austria,2015,F,38,1,54042,start,pe
austria,2015,F,39,1,56369,start,pe
austria,2015,F,40,1,58184,start,pe
austria,2015,F,41,1,58550,start,pe
austria,2015,F,42,1,61771,start,pe
austria,2015,F,43,1,63759,start,pe
austria,2015,F,44,1,65134,start,pe
austria,2015,F,45,1,69141,start,pe
austria,2015,F,46,1,70469,start,pe
austria,2015,F,47,1,70295,start,pe
austria,2015,F,48,1,70538,start,pe
austria,2015,F,49,1,70826,start,pe
austria,2015,F,50,1,71635,start,pe
austria,2015,F,51,1,71280,start,pe
austria,2015,F,52,1,69105,start,pe
austria,2015,F,53,1,67448,start,pe
austria,2015,F,54,1,64924,start,pe
austria,2015,F,55,1,62807,start,pe
austria,2015,F,56,1,60222,start,pe
austria,2015,F,57,1,58827,start,pe
austria,2015,F,58,1,58438,start,pe
austria,2015,F,59,1,54227,start,pe
austria,2015,F,60,1,51584,start,pe
austria,2015,F,61,1,49908,start,pe
austria,2015,F,62,1,49028,start,pe
austria,2015,F,63,1,46857,start,pe
austria,2015,F,64,1,47889,start,pe
austria,2015,F,65,1,48247,start,pe
austria,2015,F,66,1,49849,start,pe
austria,2015,F,67,1,50200,start,pe
austria,2015,F,68,1,41574,start,pe
austria,2015,F,69,1,34488,start,pe
austria,2015,F,70,1,44338,start,pe
austria,2015,F,71,1,43589,start,pe
austria,2015,F,72,1,42863,start,pe
austria,2015,F,73,1,49155,start,pe
austria,2015,F,74,1,52030,start,pe
austria,2015,F,75,1,49559,start,pe
austria,2015,F,76,1,33729,start,pe
austria,2015,F,77,1,29835,start,pe
austria,2015,F,78,1,29038,start,pe
austria,2015,F,79,1,28022,start,pe
austria,2015,F,80,1,27153,start,pe
austria,2015,F,81,1,26897,start,pe
austria,2015,F,82,1,26559,start,pe
austria,2015,F,83,1,25414,start,pe
austria,2015,F,84,1,24565,start,pe
austria,2015,F,85,1,22448,start,pe
austria,2015,F,86,1,20695,start,pe
austria,2015,F,87,1,18444,start,pe
austria,2015,F,88,1,17655,start,pe
austria,2015,F,89,1,16017,start,pe
austria,2015,F,90,1,13724,start,pe
austria,2015,F,91,1,11825,start,pe
austria,2015,F,92,1,9531,start,pe
austria,2015,F,93,1,7507,start,pe
austria,2015,F,94,1,5357,start,pe
austria,2015,F,95,1,3128,start,pe
austria,2015,F,96,1,1544,start,pe
austria,2015,F,97,1,1031,start,pe
austria,2015,F,98,1,704,start,pe
austria,2015,F,99,1,598,start,pe
austria,2015,F,100,1,484,start,pe
austria,2015,F,101,1,301,start,pe
austria,2015,F,102,1,184,start,pe
austria,2015,F,103,1,94,start,pe
austria,2015,F,104,1,53,start,pe
austria,2015,F,105,Inf,45,start,pe
austria,2015,M,0,1,41562,start,pe
austria,2015,M,1,1,41773,start,pe
austria,2015,M,2,1,42104,start,pe
austria,2015,M,3,1,41844,start,pe
austria,2015,M,4,1,42005,start,pe
austria,2015,M,5,1,40731,start,pe
austria,2015,M,6,1,41821,start,pe
austria,2015,M,7,1,40791,start,pe
austria,2015,M,8,1,41513,start,pe
austria,2015,M,9,1,41771,start,pe
austria,2015,M,10,1,42779,start,pe
austria,2015,M,11,1,42063,start,pe
austria,2015,M,12,1,43000,start,pe
austria,2015,M,13,1,42066,start,pe
austria,2015,M,14,1,43599,start,pe
austria,2015,M,15,1,43763,start,pe
austria,2015,M,16,1,45521,start,pe
austria,2015,M,17,1,47065,start,pe
austria,2015,M,18,1,49808,start,pe
austria,2015,M,19,1,50695,start,pe
austria,2015,M,20,1,53245,start,pe
austria,2015,M,21,1,55247,start,pe
austria,2015,M,22,1,56669,start,pe
austria,2015,M,23,1,57813,start,pe
austria,2015,M,24,1,57456,start,pe
austria,2015,M,25,1,57344,start,pe
austria,2015,M,26,1,58411,start,pe
austria,2015,M,27,1,57293,start,pe
austria,2015,M,28,1,57486,start,pe
austria,2015,M,29,1,58101,start,pe
austria,2015,M,30,1,58459,start,pe
austria,2015,M,31,1,58348,start,pe
austria,2015,M,32,1,59718,start,pe
austria,2015,M,33,1,59622,start,pe
austria,2015,M,34,1,58437,start,pe
austria,2015,M,35,1,55628,start,pe
austria,2015,M,36,1,54244,start,pe
austria,2015,M,37,1,53818,start,pe
austria,2015,M,38,1,54250,start,pe
austria,2015,M,39,1,56065,start,pe
austria,2015,M,40,1,57137,start,pe
austria,2015,M,41,1,57051,start,pe
austria,2015,M,42,1,60691,start,pe
austria,2015,M,43,1,63066,start,pe
austria,2015,M,44,1,64879,start,pe
austria,2015,M,45,1,69111,start,pe
austria,2015,M,46,1,71541,start,pe
austria,2015,M,47,1,71571,start,pe
austria,2015,M,48,1,71634,start,pe
austria,2015,M,49,1,72191,start,pe
austria,2015,M,50,1,72439,start,pe
austria,2015,M,51,1,71502,start,pe
austria,2015,M,52,1,70190,start,pe
austria,2015,M,53,1,68035,start,pe
austria,2015,M,54,1,65032,start,pe
austria,2015,M,55,1,62340,start,pe
austria,2015,M,56,1,58909,start,pe
austria,2015,M,57,1,57690,start,pe
austria,2015,M,58,1,55681,start,pe
austria,2015,M,59,1,51695,start,pe
austria,2015,M,60,1,48605,start,pe
austria,2015,M,61,1,46717,start,pe
austria,2015,M,62,1,45876,start,pe
austria,2015,M,63,1,43289,start,pe
austria,2015,M,64,1,44142,start,pe
austria,2015,M,65,1,43980,start,pe
austria,2015,M,66,1,44645,start,pe
austria,2015,M,67,1,44975,start,pe
austria,2015,M,68,1,37259,start,pe
austria,2015,M,69,1,29643,start,pe
austria,2015,M,70,1,37747,start,pe
austria,2015,M,71,1,36976,start,pe
austria,2015,M,72,1,36374,start,pe
austria,2015,M,73,1,40890,start,pe
austria,2015,M,74,1,42914,start,pe
austria,2015,M,75,1,40447,start,pe
austria,2015,M,76,1,26760,start,pe
austria,2015,M,77,1,23421,start,pe
austria,2015,M,78,1,21630,start,pe
austria,2015,M,79,1,19937,start,pe
austria,2015,M,80,1,18709,start,pe
austria,2015,M,81,1,17981,start,pe
austria,2015,M,82,1,17196,start,pe
austria,2015,M,83,1,15734,start,pe
austria,2015,M,84,1,14763,start,pe
austria,2015,M,85,1,12714,start,pe
austria,2015,M,86,1,11088,start,pe
austria,2015,M,87,1,9180,start,pe
austria,2015,M,88,1,7634,start,pe
austria,2015,M,89,1,6099,start,pe
austria,2015,M,90,1,4701,start,pe
austria,2015,M,91,1,3707,start,pe
austria,2015,M,92,1,2838,start,pe
austria,2015,M,93,1,2105,start,pe
austria,2015,M,94,1,1466,start,pe
austria,2015,M,95,1,806,start,pe
austria,2015,M,96,1,391,start,pe
austria,2015,M,97,1,237,start,pe
austria,2015,M,98,1,152,start,pe
austria,2015,M,99,1,114,start,pe
austria,2015,M,100,1,101,start,pe
austria,2015,M,101,1,67,start,pe
austria,2015,M,102,1,38,start,pe
austria,2015,M,103,1,17,start,pe
austria,2015,M,104,1,9,start,pe
austria,2015,M,105,Inf,10,start,pe
austria,2016,F,0,1,40240,start,pe
austria,2016,F,1,1,40860,start,pe
austria,2016,F,2,1,40024,start,pe
austria,2016,F,3,1,40212,start,pe
austria,2016,F,4,1,39901,start,pe
austria,2016,F,5,1,40700,start,pe
austria,2016,F,6,1,39560,start,pe
austria,2016,F,7,1,39848,start,pe
austria,2016,F,8,1,39684,start,pe
austria,2016,F,9,1,40643,start,pe
austria,2016,F,10,1,40680,start,pe
austria,2016,F,11,1,41018,start,pe
austria,2016,F,12,1,40406,start,pe
austria,2016,F,13,1,41592,start,pe
austria,2016,F,14,1,40284,start,pe
austria,2016,F,15,1,41902,start,pe
austria,2016,F,16,1,41807,start,pe
austria,2016,F,17,1,43458,start,pe
austria,2016,F,18,1,45751,start,pe
austria,2016,F,19,1,48975,start,pe
austria,2016,F,20,1,50060,start,pe
austria,2016,F,21,1,52305,start,pe
austria,2016,F,22,1,54400,start,pe
austria,2016,F,23,1,55682,start,pe
austria,2016,F,24,1,57575,start,pe
austria,2016,F,25,1,57485,start,pe
austria,2016,F,26,1,57995,start,pe
austria,2016,F,27,1,57754,start,pe
austria,2016,F,28,1,57351,start,pe
austria,2016,F,29,1,57597,start,pe
austria,2016,F,30,1,57438,start,pe
austria,2016,F,31,1,58565,start,pe
austria,2016,F,32,1,58427,start,pe
austria,2016,F,33,1,60385,start,pe
austria,2016,F,34,1,59919,start,pe
austria,2016,F,35,1,57960,start,pe
austria,2016,F,36,1,54830,start,pe
austria,2016,F,37,1,54148,start,pe
austria,2016,F,38,1,54252,start,pe
austria,2016,F,39,1,54610,start,pe
austria,2016,F,40,1,56950,start,pe
austria,2016,F,41,1,58691,start,pe
austria,2016,F,42,1,58932,start,pe
austria,2016,F,43,1,62141,start,pe
austria,2016,F,44,1,64132,start,pe
austria,2016,F,45,1,65533,start,pe
austria,2016,F,46,1,69460,start,pe
austria,2016,F,47,1,70750,start,pe
austria,2016,F,48,1,70530,start,pe
austria,2016,F,49,1,70762,start,pe
austria,2016,F,50,1,71034,start,pe
austria,2016,F,51,1,71790,start,pe
austria,2016,F,52,1,71378,start,pe
austria,2016,F,53,1,69265,start,pe
austria,2016,F,54,1,67444,start,pe
austria,2016,F,55,1,64939,start,pe
austria,2016,F,56,1,62682,start,pe
austria,2016,F,57,1,60211,start,pe
austria,2016,F,58,1,58760,start,pe
austria,2016,F,59,1,58308,start,pe
austria,2016,F,60,1,54087,start,pe
austria,2016,F,61,1,51384,start,pe
austria,2016,F,62,1,49693,start,pe
austria,2016,F,63,1,48801,start,pe
austria,2016,F,64,1,46563,start,pe
austria,2016,F,65,1,47545,start,pe
austria,2016,F,66,1,47860,start,pe
austria,2016,F,67,1,49404,start,pe
austria,2016,F,68,1,49723,start,pe
austria,2016,F,69,1,41110,start,pe
austria,2016,F,70,1,34095,start,pe
austria,2016,F,71,1,43848,start,pe
austria,2016,F,72,1,42982,start,pe
austria,2016,F,73,1,42282,start,pe
austria,2016,F,74,1,48374,start,pe
austria,2016,F,75,1,51170,start,pe
austria,2016,F,76,1,48624,start,pe
austria,2016,F,77,1,32970,start,pe
austria,2016,F,78,1,29058,start,pe
austria,2016,F,79,1,28209,start,pe
austria,2016,F,80,1,27110,start,pe
austria,2016,F,81,1,26100,start,pe
austria,2016,F,82,1,25716,start,pe
austria,2016,F,83,1,25185,start,pe
austria,2016,F,84,1,23907,start,pe
austria,2016,F,85,1,22855,start,pe
austria,2016,F,86,1,20574,start,pe
austria,2016,F,87,1,18700,start,pe
austria,2016,F,88,1,16432,start,pe
austria,2016,F,89,1,15450,start,pe
austria,2016,F,90,1,13759,start,pe
austria,2016,F,91,1,11596,start,pe
austria,2016,F,92,1,9660,start,pe
austria,2016,F,93,1,7576,start,pe
austria,2016,F,94,1,5855,start,pe
austria,2016,F,95,1,4059,start,pe
austria,2016,F,96,1,2278,start,pe
austria,2016,F,97,1,1102,start,pe
austria,2016,F,98,1,703,start,pe
austria,2016,F,99,1,458,start,pe
austria,2016,F,100,1,385,start,pe
austria,2016,F,101,1,309,start,pe
austria,2016,F,102,1,187,start,pe
austria,2016,F,103,1,103,start,pe
austria,2016,F,104,1,51,start,pe
austria,2016,F,105,Inf,51,start,pe
austria,2016,M,0,1,43101,start,pe
austria,2016,M,1,1,43556,start,pe
austria,2016,M,2,1,42630,start,pe
austria,2016,M,3,1,42936,start,pe
austria,2016,M,4,1,42663,start,pe
austria,2016,M,5,1,42772,start,pe
austria,2016,M,6,1,41426,start,pe
austria,2016,M,7,1,42566,start,pe
austria,2016,M,8,1,41622,start,pe
austria,2016,M,9,1,42280,start,pe
austria,2016,M,10,1,42521,start,pe
austria,2016,M,11,1,43432,start,pe
austria,2016,M,12,1,42748,start,pe
austria,2016,M,13,1,43793,start,pe
austria,2016,M,14,1,43149,start,pe
austria,2016,M,15,1,45133,start,pe
austria,2016,M,16,1,45816,start,pe
austria,2016,M,17,1,47824,start,pe
austria,2016,M,18,1,49389,start,pe
austria,2016,M,19,1,52683,start,pe
austria,2016,M,20,1,53444,start,pe
austria,2016,M,21,1,55687,start,pe
austria,2016,M,22,1,57676,start,pe
austria,2016,M,23,1,59472,start,pe
austria,2016,M,24,1,60472,start,pe
austria,2016,M,25,1,60283,start,pe
austria,2016,M,26,1,59787,start,pe
austria,2016,M,27,1,60723,start,pe
austria,2016,M,28,1,59418,start,pe
austria,2016,M,29,1,59394,start,pe
austria,2016,M,30,1,59952,start,pe
austria,2016,M,31,1,59923,start,pe
austria,2016,M,32,1,59849,start,pe
austria,2016,M,33,1,60990,start,pe
austria,2016,M,34,1,60839,start,pe
austria,2016,M,35,1,59620,start,pe
austria,2016,M,36,1,56551,start,pe
austria,2016,M,37,1,55198,start,pe
austria,2016,M,38,1,54643,start,pe
austria,2016,M,39,1,55003,start,pe
austria,2016,M,40,1,56859,start,pe
austria,2016,M,41,1,57784,start,pe
austria,2016,M,42,1,57716,start,pe
austria,2016,M,43,1,61226,start,pe
austria,2016,M,44,1,63572,start,pe
austria,2016,M,45,1,65372,start,pe
austria,2016,M,46,1,69473,start,pe
austria,2016,M,47,1,71846,start,pe
austria,2016,M,48,1,71819,start,pe
austria,2016,M,49,1,71798,start,pe
austria,2016,M,50,1,72365,start,pe
austria,2016,M,51,1,72454,start,pe
austria,2016,M,52,1,71513,start,pe
austria,2016,M,53,1,70202,start,pe
austria,2016,M,54,1,67921,start,pe
austria,2016,M,55,1,64814,start,pe
austria,2016,M,56,1,62151,start,pe
austria,2016,M,57,1,58729,start,pe
austria,2016,M,58,1,57341,start,pe
austria,2016,M,59,1,55314,start,pe
austria,2016,M,60,1,51334,start,pe
austria,2016,M,61,1,48161,start,pe
austria,2016,M,62,1,46217,start,pe
austria,2016,M,63,1,45364,start,pe
austria,2016,M,64,1,42692,start,pe
austria,2016,M,65,1,43508,start,pe
austria,2016,M,66,1,43312,start,pe
austria,2016,M,67,1,43849,start,pe
austria,2016,M,68,1,44121,start,pe
austria,2016,M,69,1,36516,start,pe
austria,2016,M,70,1,29025,start,pe
austria,2016,M,71,1,36874,start,pe
austria,2016,M,72,1,36009,start,pe
austria,2016,M,73,1,35366,start,pe
austria,2016,M,74,1,39696,start,pe
austria,2016,M,75,1,41559,start,pe
austria,2016,M,76,1,39042,start,pe
austria,2016,M,77,1,25719,start,pe
austria,2016,M,78,1,22425,start,pe
austria,2016,M,79,1,20577,start,pe
austria,2016,M,80,1,18888,start,pe
austria,2016,M,81,1,17536,start,pe
austria,2016,M,82,1,16783,start,pe
austria,2016,M,83,1,15831,start,pe
austria,2016,M,84,1,14356,start,pe
austria,2016,M,85,1,13370,start,pe
austria,2016,M,86,1,11281,start,pe
austria,2016,M,87,1,9693,start,pe
austria,2016,M,88,1,7879,start,pe
austria,2016,M,89,1,6415,start,pe
austria,2016,M,90,1,5025,start,pe
austria,2016,M,91,1,3812,start,pe
austria,2016,M,92,1,2957,start,pe
austria,2016,M,93,1,2194,start,pe
austria,2016,M,94,1,1575,start,pe
austria,2016,M,95,1,1084,start,pe
austria,2016,M,96,1,587,start,pe
austria,2016,M,97,1,256,start,pe
austria,2016,M,98,1,135,start,pe
austria,2016,M,99,1,93,start,pe
austria,2016,M,100,1,68,start,pe
austria,2016,M,101,1,61,start,pe
austria,2016,M,102,1,41,start,pe
austria,2016,M,103,1,16,start,pe
austria,2016,M,104,1,7,start,pe
austria,2016,M,105,Inf,11,start,pe
austria,2017,F,0,1,42190,start,pe
austria,2017,F,1,1,41498,start,pe
austria,2017,F,2,1,41306,start,pe
austria,2017,F,3,1,40451,start,pe
austria,2017,F,4,1,40633,start,pe
austria,2017,F,5,1,40276,start,pe
austria,2017,F,6,1,40992,start,pe
austria,2017,F,7,1,39989,start,pe
austria,2017,F,8,1,40220,start,pe
austria,2017,F,9,1,40087,start,pe
austria,2017,F,10,1,41023,start,pe
austria,2017,F,11,1,41070,start,pe
austria,2017,F,12,1,41383,start,pe
austria,2017,F,13,1,40771,start,pe
austria,2017,F,14,1,41979,start,pe
austria,2017,F,15,1,40724,start,pe
austria,2017,F,16,1,42242,start,pe
austria,2017,F,17,1,42252,start,pe
austria,2017,F,18,1,44291,start,pe
austria,2017,F,19,1,47373,start,pe
austria,2017,F,20,1,50470,start,pe
austria,2017,F,21,1,51341,start,pe
austria,2017,F,22,1,53468,start,pe
austria,2017,F,23,1,55740,start,pe
austria,2017,F,24,1,56854,start,pe
austria,2017,F,25,1,58632,start,pe
austria,2017,F,26,1,58457,start,pe
austria,2017,F,27,1,58932,start,pe
austria,2017,F,28,1,58582,start,pe
austria,2017,F,29,1,58175,start,pe
austria,2017,F,30,1,58337,start,pe
austria,2017,F,31,1,58135,start,pe
austria,2017,F,32,1,59083,start,pe
austria,2017,F,33,1,59040,start,pe
austria,2017,F,34,1,60960,start,pe
austria,2017,F,35,1,60446,start,pe
austria,2017,F,36,1,58452,start,pe
austria,2017,F,37,1,55281,start,pe
austria,2017,F,38,1,54577,start,pe
austria,2017,F,39,1,54647,start,pe
austria,2017,F,40,1,55022,start,pe
austria,2017,F,41,1,57381,start,pe
austria,2017,F,42,1,59011,start,pe
austria,2017,F,43,1,59228,start,pe
austria,2017,F,44,1,62421,start,pe
austria,2017,F,45,1,64383,start,pe
austria,2017,F,46,1,65776,start,pe
austria,2017,F,47,1,69687,start,pe
austria,2017,F,48,1,70970,start,pe
austria,2017,F,49,1,70678,start,pe
austria,2017,F,50,1,70873,start,pe
austria,2017,F,51,1,71134,start,pe
austria,2017,F,52,1,71789,start,pe
austria,2017,F,53,1,71383,start,pe
austria,2017,F,54,1,69208,start,pe
austria,2017,F,55,1,67426,start,pe
austria,2017,F,56,1,64869,start,pe
austria,2017,F,57,1,62581,start,pe
austria,2017,F,58,1,60060,start,pe
austria,2017,F,59,1,58592,start,pe
austria,2017,F,60,1,58099,start,pe
austria,2017,F,61,1,53840,start,pe
austria,2017,F,62,1,51163,start,pe
austria,2017,F,63,1,49435,start,pe
austria,2017,F,64,1,48508,start,pe
austria,2017,F,65,1,46315,start,pe
austria,2017,F,66,1,47194,start,pe
austria,2017,F,67,1,47451,start,pe
austria,2017,F,68,1,48947,start,pe
austria,2017,F,69,1,49150,start,pe
austria,2017,F,70,1,40633,start,pe
austria,2017,F,71,1,33692,start,pe
austria,2017,F,72,1,43242,start,pe
austria,2017,F,73,1,42322,start,pe
austria,2017,F,74,1,41584,start,pe
austria,2017,F,75,1,47534,start,pe
austria,2017,F,76,1,50165,start,pe
austria,2017,F,77,1,47569,start,pe
austria,2017,F,78,1,32197,start,pe
austria,2017,F,79,1,28258,start,pe
austria,2017,F,80,1,27363,start,pe
austria,2017,F,81,1,26157,start,pe
austria,2017,F,82,1,24969,start,pe
austria,2017,F,83,1,24419,start,pe
austria,2017,F,84,1,23765,start,pe
austria,2017,F,85,1,22349,start,pe
austria,2017,F,86,1,21161,start,pe
austria,2017,F,87,1,18721,start,pe
austria,2017,F,88,1,16767,start,pe
austria,2017,F,89,1,14611,start,pe
austria,2017,F,90,1,13482,start,pe
austria,2017,F,91,1,11716,start,pe
austria,2017,F,92,1,9599,start,pe
austria,2017,F,93,1,7741,start,pe
austria,2017,F,94,1,6003,start,pe
austria,2017,F,95,1,4532,start,pe
austria,2017,F,96,1,3053,start,pe
austria,2017,F,97,1,1668,start,pe
austria,2017,F,98,1,774,start,pe
austria,2017,F,99,1,464,start,pe
austria,2017,F,100,1,326,start,pe
austria,2017,F,101,1,252,start,pe
austria,2017,F,102,1,181,start,pe
austria,2017,F,103,1,105,start,pe
austria,2017,F,104,1,63,start,pe
austria,2017,F,105,Inf,54,start,pe
austria,2017,M,0,1,44661,start,pe
austria,2017,M,1,1,44446,start,pe
austria,2017,M,2,1,44073,start,pe
austria,2017,M,3,1,43027,start,pe
austria,2017,M,4,1,43366,start,pe
austria,2017,M,5,1,43089,start,pe
austria,2017,M,6,1,43130,start,pe
austria,2017,M,7,1,41853,start,pe
austria,2017,M,8,1,42955,start,pe
austria,2017,M,9,1,42048,start,pe
austria,2017,M,10,1,42698,start,pe
austria,2017,M,11,1,43019,start,pe
austria,2017,M,12,1,43902,start,pe
austria,2017,M,13,1,43220,start,pe
austria,2017,M,14,1,44385,start,pe
austria,2017,M,15,1,43881,start,pe
austria,2017,M,16,1,45901,start,pe
austria,2017,M,17,1,46597,start,pe
austria,2017,M,18,1,49333,start,pe
austria,2017,M,19,1,51391,start,pe
austria,2017,M,20,1,54230,start,pe
austria,2017,M,21,1,54619,start,pe
austria,2017,M,22,1,56812,start,pe
austria,2017,M,23,1,58852,start,pe
austria,2017,M,24,1,60621,start,pe
austria,2017,M,25,1,61652,start,pe
austria,2017,M,26,1,61459,start,pe
austria,2017,M,27,1,60721,start,pe
austria,2017,M,28,1,61627,start,pe
austria,2017,M,29,1,60267,start,pe
austria,2017,M,30,1,60154,start,pe
austria,2017,M,31,1,60718,start,pe
austria,2017,M,32,1,60440,start,pe
austria,2017,M,33,1,60353,start,pe
austria,2017,M,34,1,61466,start,pe
austria,2017,M,35,1,61284,start,pe
austria,2017,M,36,1,60115,start,pe
austria,2017,M,37,1,56913,start,pe
austria,2017,M,38,1,55632,start,pe
austria,2017,M,39,1,55018,start,pe
austria,2017,M,40,1,55306,start,pe
austria,2017,M,41,1,57131,start,pe
austria,2017,M,42,1,57996,start,pe
austria,2017,M,43,1,57927,start,pe
austria,2017,M,44,1,61369,start,pe
austria,2017,M,45,1,63659,start,pe
austria,2017,M,46,1,65517,start,pe
austria,2017,M,47,1,69567,start,pe
austria,2017,M,48,1,71928,start,pe
austria,2017,M,49,1,71888,start,pe
austria,2017,M,50,1,71829,start,pe
austria,2017,M,51,1,72281,start,pe
austria,2017,M,52,1,72376,start,pe
austria,2017,M,53,1,71362,start,pe
austria,2017,M,54,1,70015,start,pe
austria,2017,M,55,1,67735,start,pe
austria,2017,M,56,1,64548,start,pe
austria,2017,M,57,1,61847,start,pe
austria,2017,M,58,1,58359,start,pe
austria,2017,M,59,1,56969,start,pe
austria,2017,M,60,1,54878,start,pe
austria,2017,M,61,1,50963,start,pe
austria,2017,M,62,1,47661,start,pe
austria,2017,M,63,1,45618,start,pe
austria,2017,M,64,1,44815,start,pe
austria,2017,M,65,1,42128,start,pe
austria,2017,M,66,1,42848,start,pe
austria,2017,M,67,1,42573,start,pe
austria,2017,M,68,1,43125,start,pe
austria,2017,M,69,1,43183,start,pe
austria,2017,M,70,1,35747,start,pe
austria,2017,M,71,1,28352,start,pe
austria,2017,M,72,1,35961,start,pe
austria,2017,M,73,1,35051,start,pe
austria,2017,M,74,1,34338,start,pe
austria,2017,M,75,1,38506,start,pe
austria,2017,M,76,1,40179,start,pe
austria,2017,M,77,1,37605,start,pe
austria,2017,M,78,1,24717,start,pe
austria,2017,M,79,1,21451,start,pe
austria,2017,M,80,1,19567,start,pe
austria,2017,M,81,1,17809,start,pe
austria,2017,M,82,1,16415,start,pe
austria,2017,M,83,1,15573,start,pe
austria,2017,M,84,1,14524,start,pe
austria,2017,M,85,1,13028,start,pe
austria,2017,M,86,1,12000,start,pe
austria,2017,M,87,1,9922,start,pe
austria,2017,M,88,1,8418,start,pe
austria,2017,M,89,1,6723,start,pe
austria,2017,M,90,1,5392,start,pe
austria,2017,M,91,1,4099,start,pe
austria,2017,M,92,1,3043,start,pe
austria,2017,M,93,1,2291,start,pe
austria,2017,M,94,1,1678,start,pe
austria,2017,M,95,1,1160,start,pe
austria,2017,M,96,1,732,start,pe
austria,2017,M,97,1,406,start,pe
austria,2017,M,98,1,169,start,pe
austria,2017,M,99,1,89,start,pe
austria,2017,M,100,1,57,start,pe
austria,2017,M,101,1,41,start,pe
austria,2017,M,102,1,36,start,pe
austria,2017,M,103,1,18,start,pe
austria,2017,M,104,1,8,start,pe
austria,2017,M,105,Inf,7,start,pe
austria,2018,F,0,1,41851,start,pe
austria,2018,F,1,1,43340,start,pe
austria,2018,F,2,1,41794,start,pe
austria,2018,F,3,1,41553,start,pe
austria,2018,F,4,1,40760,start,pe
austria,2018,F,5,1,40853,start,pe
austria,2018,F,6,1,40470,start,pe
austria,2018,F,7,1,41159,start,pe
austria,2018,F,8,1,40206,start,pe
austria,2018,F,9,1,40493,start,pe
austria,2018,F,10,1,40348,start,pe
austria,2018,F,11,1,41318,start,pe
austria,2018,F,12,1,41317,start,pe
austria,2018,F,13,1,41681,start,pe
austria,2018,F,14,1,41027,start,pe
austria,2018,F,15,1,42239,start,pe
austria,2018,F,16,1,40861,start,pe
austria,2018,F,17,1,42564,start,pe
austria,2018,F,18,1,42907,start,pe
austria,2018,F,19,1,45665,start,pe
austria,2018,F,20,1,48657,start,pe
austria,2018,F,21,1,51534,start,pe
austria,2018,F,22,1,52252,start,pe
austria,2018,F,23,1,54482,start,pe
austria,2018,F,24,1,56688,start,pe
austria,2018,F,25,1,57704,start,pe
austria,2018,F,26,1,59351,start,pe
austria,2018,F,27,1,59107,start,pe
austria,2018,F,28,1,59500,start,pe
austria,2018,F,29,1,59164,start,pe
austria,2018,F,30,1,58627,start,pe
austria,2018,F,31,1,58837,start,pe
austria,2018,F,32,1,58592,start,pe
austria,2018,F,33,1,59573,start,pe
austria,2018,F,34,1,59432,start,pe
austria,2018,F,35,1,61409,start,pe
austria,2018,F,36,1,60814,start,pe
austria,2018,F,37,1,58803,start,pe
austria,2018,F,38,1,55641,start,pe
austria,2018,F,39,1,54944,start,pe
austria,2018,F,40,1,55008,start,pe
austria,2018,F,41,1,55333,start,pe
austria,2018,F,42,1,57656,start,pe
austria,2018,F,43,1,59291,start,pe
austria,2018,F,44,1,59485,start,pe
austria,2018,F,45,1,62697,start,pe
austria,2018,F,46,1,64572,start,pe
austria,2018,F,47,1,65984,start,pe
austria,2018,F,48,1,69811,start,pe
austria,2018,F,49,1,71091,start,pe
austria,2018,F,50,1,70816,start,pe
austria,2018,F,51,1,70937,start,pe
austria,2018,F,52,1,71210,start,pe
austria,2018,F,53,1,71804,start,pe
austria,2018,F,54,1,71343,start,pe
austria,2018,F,55,1,69149,start,pe
austria,2018,F,56,1,67372,start,pe
austria,2018,F,57,1,64708,start,pe
austria,2018,F,58,1,62424,start,pe
austria,2018,F,59,1,59917,start,pe
austria,2018,F,60,1,58413,start,pe
austria,2018,F,61,1,57897,start,pe
austria,2018,F,62,1,53546,start,pe
austria,2018,F,63,1,50900,start,pe
austria,2018,F,64,1,49156,start,pe
